"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assCollTaxa","assColl","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index"
7,2,8,"Bromus pacificus","Bromus pacificus","h","Bromus pacificus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asterisk next to taxon name",NA,NA,NA,"has asterisk",30
7,2,9,"Bromus sterilis","Bromus sterilis","h","Bromus sterilis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
7,2,10,"Daucus pusillus","Daucus pusillus","h","Daucus pusillus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
7,2,11,"Heuchera micrantha","Heuchera micrantha","h","Heuchera micrantha",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
7,2,12,"Achillea millefolium","Achillea millefolium","h","Achillea millefolium",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
7,2,13,"Vaccinium parvifolium","Vaccinium parvifolium","h","Vaccinium parvifolium",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
7,2,15,"Vicia gigantea","Vicia gigantea","h","Vicia gigantea",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
7,2,16,"Ribes sanguineum","Ribes sanguineum","h","Ribes sanguineum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
7,2,17,"Grindelia integrifolia","Grindelia integrifolia","h","Grindelia integrifolia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
7,2,18,"Conioselinum pacificum","Conioselinum pacificum","h","Conioselinum gmelinii",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
7,2,19,"Plantago maritima","Plantago maritima","h","Plantago maritima",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
7,2,20,"Elymus glaucus","Elymus glaucus","h","Elymus glaucus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
7,2,21,"Thuja plicata","Thuja plicata","h","Thuja plicata",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
7,2,22,"Lonicera hispidula","Lonicera hispidula","h","Lonicera hispidula",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
7,2,23,"Acer macrophyllum","Acer macrophyllum","h","Acer macrophyllum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
7,2,24,"Galium triflorum","Galium triflorum","h","Galium triflorum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island","Galium triflorum cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"question mark beside taxon name",NA,NA,NA,"question mark",45
7,2,25,"Lactuca muralis","Lactuca muralis","h","Lactuca muralis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
7,2,26,"Verbascum thapsus","Verbascum thapsus","m","Verbascum thapsus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
7,2,27,"Epilobium minutum","Epilobium minutum","m","Epilobium minutum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure if montanum or minutum",48
7,2,28,"Cerastium viscosum","Cerastium viscosum","h","Cerastium holosteoides",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
7,2,29,"Berberis nervosa","Berberis nervosa","h","Berberis nervosa",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
7,2,30,"Galium aparine","Galium aparine","h","Galium aparine",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
7,2,31,"Hieracium alb","Hieracium albiflorum","m","Hieracium albiflorum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
7,2,32,"Trientalis latifolia","Trientalis latifolia","h","Lysimachia latifolia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
7,2,33,"Festuca occidentalis","Festuca occidentalis","h","Festuca occidentalis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island","Festuca cf . occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"question mark in between genus and species; check mark next to taxon name",NA,NA,NA,"question mark in between genus and species. Check mark",54
7,2,34,"Amelanchier alnifolia","Amelanchier alnifolia","h","Amelanchier alnifolia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
7,2,35,"rosa gymnocarpa","Rosa gymnocarpa","h","Rosa gymnocarpa",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
7,2,36,"Anthoxanthum odoratum","Anthoxanthum odoratum","h","Anthoxanthum odoratum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
7,2,37,"Madia madioides","Madia madioides","h","Madia madioides",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
7,2,38,"Festuca rubra lit","Festuca rubra litoralis","l","Festuca rubra litoralis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
7,2,39,"Bromus vulgaris","Bromus vulgaris","h","Bromus vulgaris",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asterisk next to taxon name",NA,NA,NA,"asterisk",60
7,2,40,"Barbarea orthoceras","Barbarea orthoceras","h","Barbarea orthoceras",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asterisk next to taxon name",NA,NA,NA,"asterisk",61
7,3,1,"Symphoricarpos albus","Symphoricarpos albus","h","Symphoricarpos albus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
7,3,2,"Collinsia grandiflora","Collinsia grandiflora","h","Collinsia grandiflora",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
7,3,3,"Arenaria serpyllifolia","Arenaria serpyllifolia","m","Arenaria serpyllifolia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island","cf. Arenaria serpyllifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxon name circled with big question mark",NA,NA,NA,"question mark and circled",64
7,3,4,"Sisymbrium officinale","Sisymbrium officinale","h","Sisymbrium officinale",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
7,3,5,"Lenontodon Crepis capillaris","Crepis capillaris","l","Crepis capillaris",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,"absent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossed out and has asterisk beside taxon name",NA,NA,NA,"inferrring absent from crossing out",66
7,3,6,"Collinsia parviflora","Collinsia parviflora","h","Collinsia parviflora",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
7,3,7,"Veronica arvense","Veronica arvensis","m","Veronica arvensis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
7,3,8,"Atriplex patula","Atriplex patula","h","Atriplex patula",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
7,3,9,"Polypoda glycyrrhiza","Polypodium glycyrrhiza","h","Polypodium glycyrrhiza",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
7,3,10,"Cardamine oligosperma","Cardamine oligosperma","h","Cardamine oligosperma",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
7,3,11,"Veronica serpyllifolia","Veronica serpyllifolia","h","Veronica serpyllifolia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
7,3,12,"Osmorhiza chilensis","Osmorhiza chilensis","h","Osmorhiza berteroi",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
7,3,13,"Pteridium aquilinum","Pteridium aquilinum","h","Pteridium aquilinum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
7,3,14,"Crataegus monogyna","Crataegus monogyna","h","Crataegus monogyna",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
7,3,15,"Epilobium watsonii","Epilobium watsonii","l","Epilobium ciliatum watsonii",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
7,3,16,"Plantago major","Plantago major","h","Plantago major",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
7,3,17,"Spergularia rubra","Spergularia rubra","h","Spergularia rubra",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
7,3,18,"Geranium dissectum","Geranium dissectum","h","Geranium dissectum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
7,3,19,"Geranium molle","Geranium molle","h","Geranium molle",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
7,3,20,"Cerastium arvense","Cerastium arvense","h","Cerastium arvense",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
7,3,21,"Salicornia virginica","Salicornia virginica","h","Salicornia depressa",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
7,3,22,"Crepis capillaris","Crepis capillaris","h","Crepis capillaris",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
7,3,23,"Allium acuminatum","Allium acuminatum","h","Allium acuminatum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
7,3,24,"Trifolium tridentatum","Trifolium tridentatum","h","Trifolium willdenovii",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
7,3,25,"Puccinellia","Puccinellia","h","Puccinellia",19810528,"Prevost Island","Canada","British Columbia","Prevost Island","Puccinellia sp. cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sp. ?",NA,NA,NA,NA,86
7,3,26,"Spergularia canadensis","Spergularia canadensis","h","Spergularia canadensis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island","Spergularia cf. canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(canadensis?)",NA,NA,NA,NA,87
7,3,27,"Polystichum munitum","Polystichum munitum","h","Polystichum munitum",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
7,3,28,"Sanicula crassicaulis","Sanicula crassicaulis","h","Sanicula crassicaulis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
7,3,29,"Fragaria vesca","Fragaria vesca","h","Fragaria vesca",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
7,3,30,"Ranunculus repens","Ranunculus repens","h","Ranunculus repens",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
7,3,31,"Athyria filix-folia","Athyrium filix-femina","m","Athyrium filix-femina",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
7,3,32,"Poa trivialis","Poa trivialis","h","Poa trivialis",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93
7,3,33,"Alopecurus geniculatus","Alopecurus geniculatus","l","Alopecurus geniculatus",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"having trouble deciphering taxon name",94
7,3,34,"Juncus bufonius","Juncus bufonius","h","Juncus bufonius",19810528,"Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
